"","district","ward","location","strategy","vaccination_year","total_dogs","vaccine_bundle","labour_VX_cost","perdiem_VX_cost","travel_VX_cost","fuel_VX_cost","vehicle_rent_VL","HH_wait","HH_trav","Household_costs","zeepot_cost","refrigeration_cost","labour_NVX_cost","perdiem_NVX_cost","travel_NVX_cost","vehicle_rent_NVL","fuel_NVX_cost","main_total","cost_per_dog","Vacc_delivery","vacc_storage","non_vacc_NV","total_total","perDog_cost"
"210","Rorya","Nyamtinga","rural","continuous","third_year",1018,630.47068538398,519.861201486376,49.5458298926508,23.5759917423617,10.5635130057804,51.2131942196533,134.45856280739,158.609261340172,336.394063699926,2.7046396127239,21.0992292870905,483.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,2042.59193867732,2.00647538180483,1285.2304157308,23.8038688998144,508.57018701978,2153.99853535032,2.11591211724
"211","Rorya","Nyamunga","rural","continuous","first_year",837,518.373245251858,212.787329479769,49.5458298926507,36.1670627580513,16.9791070740435,82.3167735755576,109.617244752066,129.306084025126,307.594562217894,2.7046396127239,21.1573538856776,497.131864669897,72.1328994025354,15.6109997620745,50.1498774121618,10.3441874765618,1892.65155740953,2.26123244612846,916.16934803193,23.8619934984015,645.369828723231,1892.99573247146,2.2616436469193
"212","Rorya","Nyamunga","rural","continuous","second_year",777,481.21387283237,348.424350949629,49.5458298926507,67.7738059454997,33.0704685292229,160.329648554914,36.6705171292882,43.2570712745924,139.865073950628,2.7046396127239,21.0992292870905,483.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1809.11807307244,2.32833728838151,1140.35797670429,23.8038688998144,508.570187019781,1812.59710657451,2.3328148089762
"213","Rorya","Nyamunga","rural","continuous","third_year",1016,629.232039636664,311.432436003304,49.5458298926508,47.8976961189101,22.8798542450378,110.924312634187,150.230828239342,177.214453286233,353.132775331324,2.7046396127239,21.0992292870905,459.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,2030.71436016895,1.9987346064655,1171.91216853075,23.8038688998144,484.57018701978,2033.41899978167,2.00139665332842
"214","Rorya","Rabour","rural","continuous","first_year",1080,668.868703550785,229.066752270851,37.1593724194881,19.7900660611066,8.11901145365019,39.3619537572255,250.384713732237,295.357422143722,545.742135875959,2.7046396127239,21.1573538856776,374.623194149666,59.746441929373,14.4989815796115,42.9856092104244,8.8664464084815,2072.69066216502,1.91915802052317,1002.36585951311,23.8619934984015,500.720673277557,2072.69066216502,1.91915802052317
"215","Rorya","Rabour","rural","continuous","second_year",846,523.947151114781,290.794449215525,37.159372419488,29.4556490503717,14.9595073936447,72.5255090008259,130.121189813603,153.492833555005,308.959017256948,2.7046396127239,21.0992292870905,375.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1699.47007175845,2.00882987205491,968.841638194637,23.8038688998144,400.57018701978,1702.17471137118,2.01202684559241
"216","Rorya","Rabour","rural","continuous","third_year",529,327.621800165153,212.414802642445,37.159372419488,14.2545838150289,7.08472221457626,34.3475938893477,86.7474598757356,102.328555703337,202.433512358062,2.7046396127239,21.0992292870905,321.84421712533,0,7.4419513548149,14.3285364034748,2.9554821361605,1202.98580381097,2.274075243499,632.882875146038,23.8038688998144,346.570187019781,1205.6904434237,2.2791879837877
"217","Rorya","Raranya","rural","pulsed","first_year",127,78.654004954583,44.3735408753097,24.7729149463254,3.95801321222131,1.62741580267303,7.88990949628408,42.311153732418,42.5591178880474,84.8702716204658,0,6.62074502247914,132.312588685351,3.09661436829066,0,2.87615262868153,0.593250941727579,396.244829947407,3.12003803108195,161.275799287397,6.62074502247914,138.878606624051,391.645422554392,3.08382222483773
"218","Rorya","Raranya","rural","pulsed","second_year",71,43.9719240297275,67.5259182493808,24.7729149463254,7.48580759702726,3.08287556962413,14.9461552436004,21.9202362710117,22.0486996287475,43.9689358997594,0,11.242774566474,131.230177454963,0,0,5.75230525736306,1.18650188345516,355.1662906977,5.00234212250281,161.785595635685,11.242774566474,138.168984595781,355.1662906977,5.00234212250281
"219","Rorya","Raranya","rural","pulsed","third_year",203,125.722543352601,85.9778563170934,24.7729149463254,3.87196944673824,1.58766717130012,7.69720330305534,75.4463946072031,75.8885475594099,151.334942166614,0,10.9929351316635,129.444463169248,0,0,2.87615262868153,0.593250941727579,544.871898575049,2.68409802253719,249.630154537114,10.9929351316635,132.913866739657,544.871898575048,2.68409802253718
"220","Rorya","Roche","rural","pulsed","first_year",157,97.233691164327,73.3844739884394,74.318744838976,11.5872270850537,4.76398344649356,23.0963704376549,53.0163853996562,53.3270874741799,106.343472873837,0,6.62074502247914,135.884017256779,3.09661436829066,0,8.62845788604459,1.77975282518274,551.336958586573,3.51170037316288,284.384490960945,6.62074502247914,149.388842336297,546.737551193558,3.48240478467234
"221","Rorya","Roche","rural","pulsed","second_year",144,89.1824938067713,97.4503616845584,74.318744838976,11.931402146986,4.89917592592593,23.7518000000001,54.0359312727265,54.3526083871449,108.388539659872,0,11.242774566474,133.015891740677,0,0,8.62845788604459,1.77975282518274,564.589395081468,3.92075968806575,301.533978403218,11.242774566474,143.424102451904,564.589395081468,3.92075968806575
"222","Rorya","Roche","rural","pulsed","third_year",102,63.1709331131297,70.417446738233,74.318744838976,10.5833831544179,4.33747120530936,21.028587283237,36.7036514305312,36.9187528667399,73.6224042972715,0,10.9929351316635,133.015891740677,0,0,8.62845788604459,1.77975282518274,471.896008214142,4.62643145307983,243.856566333303,10.9929351316635,143.424102451904,471.896008214142,4.62643145307983
"223","Serengeti","Busawe","rural","pulsed","first_year",334,206.853839801817,98.1097010734931,74.318744838976,24.9526919900909,10.2320518396183,49.6062302229563,166.185977310461,167.159908813295,333.345886123757,0,6.62074502247914,154.530713599584,3.53898784947505,0,8.62845788604459,1.77975282518274,978.532412741263,2.92973776269839,464.073259766951,6.62074502247914,168.477912160287,972.517803073475,2.91172994932178
"224","Serengeti","Busawe","rural","pulsed","second_year",453,280.553261767135,131.208538398018,74.318744838976,7.60053261767136,3.56657556503655,17.291191577209,127.953007070324,128.702874577107,256.655881647433,0,11.242774566474,156.609998724039,0,0,17.2569157720892,3.55950565036548,884.776395112886,1.95314877508363,514.538844764046,11.242774566474,177.426420146494,959.863921124446,2.11890490314447
"225","Serengeti","Busawe","rural","pulsed","third_year",268,165.97853014038,90.0103798513626,74.318744838976,7.60053261767136,3.1218779322262,15.1352434351776,79.0148051629492,79.4778707547873,158.492675917737,0,10.9929351316635,151.252855866896,0,0,8.62845788604459,1.77975282518274,624.041137558099,2.32851170730634,356.165308815794,10.9929351316635,161.661066578123,687.311986443318,2.56459696434074
"226","Serengeti","Geitasamo","rural","pulsed","first_year",88,54.5004128819158,32.5713658133774,49.5458298926507,2.12241288191578,0.861665489188611,4.17745895953758,41.8013807958828,42.0463574315649,83.8477382274481,0,6.62074502247914,152.74499931387,3.53898784947505,0,5.75230525736306,1.18650188345516,403.485033140466,4.58505719477802,143.779145918586,6.62074502247914,163.222794304163,397.470423472677,4.51670935764405
"227","Serengeti","Geitasamo","rural","pulsed","second_year",99,61.3129644921553,25.6483022295624,49.5458298926507,1.29065648224608,0.531146978316054,2.57506507018993,32.62546793825,32.8166692148799,65.4421371531302,0,11.242774566474,149.467141581182,0,0,5.75230525736306,1.18650188345516,373.994825586725,3.77772551097702,140.90396514512,11.242774566474,156.405948722,373.994825586725,3.77772551097702
"228","Serengeti","Geitasamo","rural","pulsed","third_year",217,134.393063583815,47.2746341866227,49.5458298926507,2.23713790255987,0.922388200752363,4.4718500412882,80.0343510360195,80.5033916677523,160.537742703773,0,10.9929351316635,149.467141581182,0,0,5.75230525736306,1.18650188345516,566.781530365125,2.61189645329551,238.844903807689,10.9929351316635,156.405948722,566.781530365125,2.61189645329551
"229","Serengeti","Kebanchebanche","rural","continuous","first_year",591,366.019818331957,189.765170933113,37.159372419488,25.067417010735,11.1595068125516,54.102644591247,119.080604011237,140.469199192762,272.051050189464,2.7046396127239,21.1573538856776,491.36266691902,60.3442799974592,14.2698107240737,42.3061788115045,8.72630338547988,1593.24204434291,2.69584102257683,683.273930099092,23.8619934984015,617.009239837538,1596.1962136245,2.70083961696192
"230","Serengeti","Kebanchebanche","rural","continuous","second_year",666,412.469033856317,229.998069364162,37.159372419488,42.5629826589596,17.9488244257883,87.0180810900085,150.625134875141,177.679583084885,336.524715977865,2.7046396127239,21.0992292870905,473.766325687996,0,7.32432389598344,14.1020596038348,2.90876779515996,1682.88178606265,2.5268495286226,827.156363814724,23.8038688998144,498.101476982975,1685.58642567538,2.53091054906213
"231","Serengeti","Kebanchebanche","rural","continuous","third_year",530,328.241123038811,189.020117258464,37.159372419488,21.2814913294798,8.74041767593358,42.3746066061108,121.052137190231,142.79484818602,263.846985376251,2.7046396127239,21.0992292870905,437.766325687997,0,7.32432389598344,14.1020596038348,2.90876779515996,1373.8648199746,2.59219777353698,626.817128328288,23.8038688998144,462.101476982975,1376.56945958733,2.5973008671459
"232","Serengeti","Kenyamonta","rural","pulsed","first_year",495,306.564822460776,140.323246903386,123.864574731627,76.46422625929,31.4194077897055,152.325105532618,228.37827556775,229.71668450416,458.094960071912,0,6.62074502247914,158.102142171013,3.53898784947505,0,14.3807631434077,2.9662547086379,1480.67984631212,2.99127241679215,830.961383677403,6.62074502247914,178.988147872534,1474.66523664433,2.97912169019056
"233","Serengeti","Kenyamonta","rural","pulsed","second_year",833,515.895953757226,187.845791907515,123.864574731627,47.9263773740711,19.6900265773618,95.4596406275807,238.063961361918,239.459133177327,477.523094539247,0,11.242774566474,154.824284438325,0,0,14.3807631434077,2.9662547086379,1651.61953637147,1.98273653826107,990.682364975381,11.242774566474,172.17130229037,1651.61953637147,1.98273653826107
"234","Serengeti","Kenyamonta","rural","pulsed","third_year",764,473.162675474814,146.571146160198,123.864574731627,50.7945028901735,20.8577015398966,101.120670685384,212.57531453516,213.821110353202,426.396424888364,0,10.9929351316635,154.824284438325,0,0,14.3807631434077,2.9662547086379,1525.93193379249,1.99729310705823,916.371271482094,10.9929351316635,172.17130229037,1525.93193379249,1.99729310705824
"235","Serengeti","Kisaka","rural","pulsed","first_year",479,296.655656482246,140.133029727498,123.864574731627,46.9512146985963,19.292068935988,93.5302936416187,237.044415488848,238.433612264362,475.478027753212,0,6.62074502247914,158.102142171013,3.53898784947505,0,14.3807631434077,2.9662547086379,1387.52836853359,2.89671893222044,720.426838217574,6.62074502247914,178.988147872534,1381.5137588658,2.88416233583674
"236","Serengeti","Kisaka","rural","pulsed","second_year",748,463.253509496284,194.175450041288,123.864574731627,26.7022485549133,12.8157521561611,62.1323232039638,217.163270963976,218.435954461545,435.599225425523,0,11.242774566474,154.824284438325,0,0,14.3807631434077,2.9662547086379,1473.24722405042,1.96958185033479,882.943858184238,11.242774566474,172.17130229037,1501.95716046661,2.00796411827086
"237","Serengeti","Kisaka","rural","pulsed","third_year",605,374.690338563171,183.626019818332,123.864574731627,27.1898298926508,13.1782423922684,63.8897199009085,174.852117231559,175.876836573497,350.728953805057,0,10.9929351316635,154.824284438325,0,0,14.3807631434077,2.9662547086379,1300.02558787204,2.14880262458189,786.438725298958,10.9929351316635,172.17130229037,1320.33191652605,2.18236680417529
"238","Serengeti","Magange","rural","pulsed","first_year",354,219.240297274979,95.604211395541,74.318744838976,24.3790668868704,10.0174013747439,48.5655786952933,175.361890168094,176.38959702998,351.751487198075,0,6.62074502247914,154.530713599584,3.53898784947505,0,8.62845788604459,1.77975282518274,1004.99005451503,2.83895495625716,472.125300466404,6.62074502247914,168.477912160287,998.975444847245,2.82196453346679
"239","Serengeti","Magange","rural","pulsed","second_year",404,250.206440957886,109.318470685384,74.318744838976,13.136014863749,6.07945890295746,29.4739552436004,111.130500164664,111.781779513185,222.91227967785,0,11.242774566474,151.252855866896,0,0,8.62845788604459,1.77975282518274,844.70609401112,2.09085666834436,482.533085492553,11.242774566474,161.661066578123,878.349206315,2.17413169879951
"240","Serengeti","Magange","rural","pulsed","third_year",584,361.68455821635,105.164632535095,74.318744838976,21.8264351775393,8.94878377221152,43.3847907514452,149.363470404801,150.238813749372,299.602284154174,0,10.9929351316635,156.609998724039,0,0,17.2569157720892,3.55950565036548,1103.34958472395,1.88929723411635,615.327945291617,10.9929351316635,177.426420146494,1103.34958472395,1.88929723411635
"241","Serengeti","Majimoto","rural","pulsed","first_year",546,338.150289017341,117.162304706854,74.318744838976,44.8574830718415,18.4170491635318,89.2880914946328,186.067121835332,187.157566616112,373.224688451446,0,6.62074502247914,154.530713599584,3.53898784947505,0,8.62845788604459,1.77975282518274,1236.53191759518,2.26471047178604,682.193962293177,6.62074502247914,168.477912160287,1230.51730792739,2.25369470316372
"242","Serengeti","Majimoto","rural","pulsed","second_year",552,341.86622625929,124.087672997523,74.318744838976,26.1286234516929,10.718461968988,51.9644056151942,151.402562150941,152.289855575302,303.692417726245,0,11.242774566474,151.252855866896,0,0,8.62845788604459,1.77975282518274,1105.68039400251,2.00304419203353,629.084135131664,11.242774566474,161.661066578123,1105.68039400251,2.00304419203353
"243","Serengeti","Majimoto","rural","pulsed","third_year",318,196.944673823287,87.6262047894303,74.318744838976,25.8704921552436,10.6225467932838,51.4993971924031,92.7786744493984,93.3224030798148,186.101077529214,0,10.9929351316635,151.252855866896,0,0,8.62845788604459,1.77975282518274,805.637138831625,2.53345012211203,446.882059592623,10.9929351316635,161.661066578123,805.637138831624,2.53345012211203
"244","Serengeti","Nyamatare","rural","continuous","first_year",754,466.969446738233,242.962003303056,24.7729149463254,11.2143707679604,4.671878169251,22.6498328654006,160.482800770111,189.307828051173,357.839376880419,2.7046396127239,21.1573538856776,434.853996398789,47.9578225242967,13.1753690973742,35.2551490095871,7.27191948789989,1689.55542298509,2.24078968565662,773.240446790226,23.8619934984015,538.514256517947,1693.45607368699,2.24596296244959
"245","Serengeti","Nyamatare","rural","continuous","second_year",870,538.810900082576,282.114573905863,24.7729149463254,14.9716151940545,6.30711015536594,30.5776361684559,155.356814504726,183.261140668703,350.434202324074,2.7046396127239,21.0992292870905,401.766325687996,0,7.32432389598344,14.1020596038348,2.90876779515996,1695.18965904678,1.94849386097331,897.554750452642,23.8038688998144,426.101476982975,1697.8942986595,1.95160264213736
"246","Serengeti","Nyamatare","rural","continuous","third_year",1064,658.959537572255,344.624577208919,24.7729149463254,25.7270858794385,11.5500410435208,55.9960019818333,133.669949535793,157.679001742869,325.085193143545,2.7046396127239,21.0992292870905,425.766325687997,0,7.32432389598344,14.1020596038348,2.90876779515996,1917.9160580459,1.80255268613336,1121.63015863229,23.8038688998144,450.101476982975,1920.62069765863,1.8050946406566
"247","Serengeti","Nyambureti","rural","pulsed","first_year",308,190.751445086705,132.856886870355,123.864574731627,39.6088133773741,16.2642601461908,78.8511088356732,112.150046037734,112.80730042615,224.957346463885,0,6.62074502247914,158.102142171013,3.53898784947505,0,14.3807631434077,2.9662547086379,998.777938074612,3.24278551322926,582.197089047926,6.62074502247914,178.988147872534,992.763328406824,3.22325755976241
"248","Serengeti","Nyambureti","rural","pulsed","second_year",614,380.264244426094,164.571111478118,123.864574731627,39.7809009083403,16.3287142016087,79.1635899256814,194.73326175643,195.874494376315,390.607756132746,0,11.242774566474,154.824284438325,0,0,14.3807631434077,2.9662547086379,1377.99496866106,2.244291479904,803.973135671469,11.242774566474,172.17130229037,1377.99496866106,2.24429147990401
"249","Serengeti","Nyambureti","rural","pulsed","third_year",565,349.917423616846,157.582113955409,123.864574731627,38.8344194880265,15.9532231779674,77.3431638315444,163.637112627785,164.596106530882,328.233219158669,0,10.9929351316635,154.824284438325,0,0,14.3807631434077,2.9662547086379,1274.89237538212,2.25644668209225,763.49491880142,10.9929351316635,172.17130229037,1274.89237538212,2.25644668209225
"250","Serengeti","Nyamoko","rural","continuous","first_year",967,598.885218827416,294.482464905038,37.159372419488,10.6694269199009,4.80019712053094,23.2719387283238,308.742095830459,364.196632344149,695.714972682372,2.7046396127239,21.1573538856776,455.36266691902,60.3442799974592,14.2698107240737,42.3061788115045,8.72630338547988,2253.39178447658,2.33029140069967,969.268618920697,23.8619934984015,581.009239837537,2269.85482493901,2.34731626157084
"251","Serengeti","Nyamoko","rural","continuous","second_year",824,510.322047894302,382.287040462428,37.159372419488,20.1629223781999,8.57435323577087,41.5695060280761,99.3652722212971,117.212709260186,256.479221859747,2.7046396127239,21.0992292870905,491.766325687996,0,7.32432389598344,14.1020596038348,2.90876779515996,1656.1998707958,2.00995129950947,1000.07524241827,23.8038688998144,516.101476982975,1796.4598101608,2.18016967252524
"252","Serengeti","Nyamoko","rural","continuous","third_year",1008,624.277456647399,368.615305532618,37.159372419488,47.0372584640794,19.6344884698902,95.1903851362513,111.983084566859,132.096862817035,286.036187266617,2.7046396127239,21.0992292870905,509.766325687996,0,7.32432389598344,14.1020596038348,2.90876779515996,1961.93560364158,1.94636468615237,1191.91426666973,23.8038688998144,534.101476982975,2035.85579981913,2.01969821410628
"253","Serengeti","Rigicha","rural","continuous","first_year",592,366.639141205615,199.935153592073,49.5458298926507,16.5777654830719,6.83723592378506,33.1477502890174,126.572430091414,149.306665367141,278.44784483913,2.7046396127239,21.1573538856776,451.871337439251,72.7307374706218,15.3642523507732,49.3572086134218,10.1806872830599,1574.49693788087,2.65962320587985,672.682876386213,23.8619934984015,599.504223157128,1574.49693788087,2.65962320587985
"254","Serengeti","Rigicha","rural","continuous","second_year",618,382.741535920727,185.853639141206,49.5458298926508,24.2643418662263,9.9613919396275,48.2940381502891,141.16177561597,166.516467917248,307.678243533218,2.7046396127239,21.0992292870905,509.766325687997,0,7.32432389598344,14.1020596038348,2.90876779515996,1563.53972671401,2.52999955778966,700.660776910726,23.8038688998144,534.101476982975,1566.24436632673,2.53437599729245
"255","Serengeti","Rigicha","rural","continuous","third_year",413,255.780346820809,101.364552436003,49.5458298926507,12.5050272502065,5.14320581398905,24.9348865400496,91.4791395053211,107.910113287155,199.389252792476,2.7046396127239,21.0992292870905,389.766325687997,0,7.32432389598344,14.1020596038348,2.90876779515996,1083.86380781625,2.62436757340496,449.273848753709,23.8038688998144,414.101476982975,1086.56844742897,2.63091633760042
"256","Serengeti","Ring'Wani","rural","continuous","first_year",1320,817.506193228737,396.070533443436,37.159372419488,25.2108232865401,11.7143772823195,56.7927240297276,210.165436880759,247.914182681266,483.253363491659,2.7046396127239,21.1573538856776,509.36266691902,60.3442799974592,14.2698107240737,42.3061788115045,8.72630338547988,2486.20576420075,1.8834892153036,1344.45402369025,23.8619934984015,635.009239837537,2486.57862051785,1.88377168221049
"257","Serengeti","Ring'Wani","rural","continuous","second_year",1241,768.579686209744,482.385001651528,37.159372419488,49.1883526011562,24.9410485900847,120.917233195706,141.950388887567,167.446727514551,359.915854220092,2.7046396127239,21.0992292870905,491.766325687997,0,7.32432389598344,14.1020596038348,2.90876779515996,2380.28725515787,1.91803968989353,1483.17069466771,23.8038688998144,516.101476982975,2382.99189477059,1.92021909328815
"258","Serengeti","Ring'Wani","rural","continuous","third_year",1242,769.199009083402,378.785288191578,37.159372419488,25.3255483071842,13.2341339954736,64.160689182494,103.702645215084,122.329137045353,290.250516774809,2.7046396127239,21.0992292870905,473.766325687997,0,7.32432389598344,14.1020596038348,2.90876779515996,2097.3152642245,1.68865963303099,1287.86404117962,23.8038688998144,498.101476982975,2100.01990383722,1.69083728167248
"259","Serengeti","Rung'Abure","rural","continuous","first_year",904,559.867877786953,0,37.159372419488,0,0,0,79.6499404313572,93.9562193276093,233.372395347009,2.7046396127239,21.1573538856776,437.36266691902,60.3442799974592,14.2698107240737,42.3061788115045,8.72630338547988,1417.27087888939,1.56777752089534,597.027250206441,23.8619934984015,563.009239837537,1417.27087888939,1.56777752089534
"260","Serengeti","Rung'Abure","rural","continuous","second_year",659,408.13377374071,0,37.159372419488,0,0,0,179.015212652654,211.168928587795,390.184141240449,2.7046396127239,21.0992292870905,401.766325687996,0,7.32432389598344,14.1020596038348,2.90876779515996,1282.67799367071,1.94640059737589,445.293146160198,23.8038688998144,426.101476982975,1285.38263328344,1.95050475460309
"261","Serengeti","Rung'Abure","rural","continuous","third_year",950,588.356729975227,0,37.159372419488,0,0,0,97.3937390423031,114.887060266928,274.958284195259,2.7046396127239,21.0992292870905,473.766325687997,0,7.32432389598344,14.1020596038348,2.90876779515996,1419.67509286004,1.49439483458951,625.516102394715,23.8038688998144,498.101476982975,1422.37973247276,1.49724182365554
"262","Tarime District Council","Binagi","rural","continuous","first_year",1074,665.152766308836,302.454539223782,37.1593724194881,29.5990553261768,13.4603712649479,65.2575149463255,298.884429935489,352.56838737786,653.679066776514,2.7046396127239,21.1573538856776,339.015154672334,59.746441929373,10.4842028842207,31.0828623092845,6.41132085713573,2237.36466241682,2.08320732068606,1113.08361948956,23.8619934984015,446.739982652348,2237.36466241682,2.08320732068605
"263","Tarime District Council","Binagi","rural","continuous","second_year",1047,648.431048720066,382.287040462428,37.159372419488,38.260794384806,23.6860209040585,114.832706523535,115.926150924847,136.74816080355,304.90554913342,2.7046396127239,21.0992292870905,358.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1946.77727007305,1.85938612232383,1244.65698341438,23.8038688998144,376.11550823816,1949.48190968578,1.86196935022519
"264","Tarime District Council","Binagi","rural","continuous","third_year",974,603.220478943022,252.237921552436,37.1593724194881,32.9260809248556,13.9676376425972,67.7168039636665,160.088494134312,188.842698252522,377.872435407978,2.7046396127239,21.0992292870905,376.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1781.07034616624,1.82861431844584,1007.22829544607,23.8038688998144,394.11550823816,1803.02010799202,1.85115000820536
"265","Tarime District Council","Bumera","rural","continuous","first_year",1175,727.704376548307,275.744364987614,49.5458298926508,12.5623897605285,5.33896389577026,25.8839454995872,262.213912806201,309.311316103268,577.690227422849,2.7046396127239,21.1573538856776,413.523825192565,72.1328994025354,11.2883024116164,36.263339360832,7.47987433332502,2226.91684252863,1.89524837662011,1096.77987058446,23.8619934984015,540.688240700874,2239.02033220658,1.90554921889922
"266","Tarime District Council","Bumera","rural","continuous","second_year",559,346.201486374897,188.461327002478,49.5458298926507,13.7670024772915,5.64850832645197,27.3846545004129,128.149656634609,151.167184561748,279.316841196357,2.7046396127239,21.0992292870905,352.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1301.54038729579,2.32833700768477,631.008808574181,23.8038688998144,370.11550823816,1304.24502690851,2.33317536119591
"267","Tarime District Council","Bumera","rural","continuous","third_year",806,499.174236168456,255.851431874484,49.5458298926508,17.7823781998349,7.30447872893538,35.4130001651529,175.860759566264,207.447890198583,383.651149682257,2.7046396127239,21.0992292870905,400.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1687.93724223702,2.09421494074072,865.071355029514,23.8038688998144,418.11550823816,1690.64188184975,2.09757057301457
"268","Tarime District Council","Ganyange","rural","pulsed","first_year",541,335.05367464905,97.7800313790258,74.318744838976,7.82998265895955,3.21736105758938,15.5981572254336,207.477585169808,208.693505788377,416.171090958188,0,6.62074502247914,179.392975389991,4.12881915772089,0,8.62845788604459,1.77975282518274,1155.11920044166,2.13515563852432,533.797951809035,6.62074502247914,193.93000525894,1150.51979304864,2.1266539612729
"269","Tarime District Council","Ganyange","rural","pulsed","second_year",285,176.507018992568,69.1647018992569,74.318744838976,7.34240132122214,3.00494939902744,14.5683597027251,114.69891072041,115.371102708562,230.070013428974,0,11.242774566474,175.568808035188,0,0,8.62845788604459,1.77975282518274,772.195982895639,2.7094595891075,344.906176153776,11.242774566474,185.977018746416,772.195982895639,2.70945958910751
"270","Tarime District Council","Ganyange","rural","pulsed","third_year",300,185.79686209744,81.8899521056979,74.318744838976,4.9044946325351,2.00993746368168,9.74442097440135,122.855277704973,123.575270012282,246.430547717256,0,10.9929351316635,175.568808035188,0,0,8.62845788604459,1.77975282518274,802.064913708067,2.67354971236022,358.664412112732,10.9929351316635,185.977018746416,802.064913708067,2.67354971236022
"271","Tarime District Council","Gwitiryo","rural","pulsed","first_year",295,182.70024772915,41.2759735755574,49.5458298926507,6.62536994219654,2.72812296235129,13.2262715111478,112.659818974269,113.320060882632,225.979879856903,0,6.62074502247914,177.607261104277,4.12881915772089,0,5.75230525736306,1.18650188345516,721.976735288266,2.44737876368904,296.101815613053,6.62074502247914,188.674887402816,717.377327895252,2.43178755218729
"272","Tarime District Council","Gwitiryo","rural","pulsed","second_year",191,118.290668868704,33.341151940545,49.5458298926507,6.91218249380678,2.83330758173533,13.7362193228737,72.8975299245273,73.3247452769974,146.222275201525,0,11.242774566474,173.783093749474,0,0,5.75230525736306,1.18650188345516,562.846310758607,2.94683932334349,224.659360100315,11.242774566474,180.721900890292,562.846310758607,2.94683932334349
"273","Tarime District Council","Gwitiryo","rural","pulsed","third_year",127,78.654004954583,26.7101742361685,49.5458298926507,6.36723864574733,2.61806795730495,12.6927114781173,50.4675207169804,50.7632851917674,101.230805908748,0,10.9929351316635,173.783093749474,0,0,5.75230525736306,1.18650188345516,469.533669095276,3.69711550468721,176.588027164572,10.9929351316635,180.721900890292,469.533669095276,3.69711550468721
"274","Tarime District Council","Kibasuka","rural","continuous","first_year",2145,1328.4475639967,654.343389760529,49.5458298926508,46.3775895953758,27.4071526592654,132.873205284889,203.46222407218,240.00697610419,586.976665571155,2.7046396127239,21.1573538856776,461.523825192565,72.1328994025354,11.2883024116164,36.263339360832,7.47987433332502,3428.99945424638,1.59860114417081,2238.99473118941,23.8619934984015,588.688240700874,3438.52163095984,1.60304038739386
"275","Tarime District Council","Kibasuka","rural","continuous","second_year",1138,704.789430222956,395.139216350124,49.5458298926508,37.4290379851363,21.5865704651803,104.654315772089,0,0,120.217471010906,2.7046396127239,21.0992292870905,400.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,1872.57660922429,1.64549789914261,1313.14440068814,23.8038688998144,418.11550823816,1875.28124883702,1.64787455961074
"276","Tarime District Council","Kibasuka","rural","continuous","third_year",1877,1162.46903385632,562.292008257639,49.5458298926507,45.6031957060282,22.2406554041655,107.825399009084,153.385281325732,180.935491675446,449.743245168344,2.7046396127239,21.0992292870905,424.236177647998,0,5.38126953468902,10.3609541030948,2.13710695237858,2862.93410481948,1.52527123325492,1949.97612212588,23.8038688998144,442.11550823816,2865.6387444322,1.52671217071508
"277","Tarime District Council","Kiore","rural","pulsed","first_year",401,248.348472336912,94.6152023121389,74.318744838976,19.9047910817507,8.16865796556259,39.6026460776219,108.071862545453,108.70521677429,216.777079319744,0,6.62074502247914,179.392975389991,4.12881915772089,0,8.62845788604459,1.77975282518274,906.885751607139,2.26156047782329,484.958514612962,6.62074502247914,193.93000525894,902.286344214125,2.25009063395044
"278","Tarime District Council","Kiore","rural","pulsed","second_year",428,265.070189925681,86.2415920726674,74.318744838976,17.1800718414534,7.07199636816834,34.2858974401322,119.286867149226,119.985946816905,239.272813966132,0,11.242774566474,175.568808035188,0,0,8.62845788604459,1.77975282518274,920.6610997661,2.1510773359021,484.168492487079,11.242774566474,185.977018746416,920.661099766101,2.1510773359021
"279","Tarime District Council","Kiore","rural","pulsed","third_year",464,287.365813377374,99.1646440957887,74.318744838976,22.9450041288192,9.4170870645625,45.6551819983486,132.540963499141,133.31771868545,265.858682184592,0,10.9929351316635,175.568808035188,0,0,8.62845788604459,1.77975282518274,1001.69511156654,2.15882567147961,538.866475503869,10.9929351316635,185.977018746416,1001.69511156654,2.15882567147961
"280","Tarime District Council","Komaswa","rural","continuous","first_year",548,339.388934764657,131.092194054501,37.159372419488,18.3273220478943,7.50369321344466,36.3788161849712,112.771697838456,133.027122414338,248.710069550779,2.7046396127239,21.1573538856776,375.015154672334,59.746441929373,10.4842028842207,31.0828623092845,6.41132085713573,1322.2082091049,2.41278870274617,569.850332684956,23.8619934984015,482.739982652348,1325.16237838648,2.41817952260307
